"Lobbyist","Lobbyist Type","Client","Report Type","Filing Date"
"Best, Best & Krieger LLP","Contract","David S. Taylor Interests","2nd Quarter 2014","07/14/14"
"California Strategies & Advocacy","Contract","Haz Development, LLC","2nd Quarter 2014","07/15/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","7 Up Bottling Company","2nd Quarter 2014","07/15/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","Campus Crest","2nd Quarter 2014","07/15/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","JL Construction","2nd Quarter 2014","07/15/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","New American Communities","2nd Quarter 2014","07/15/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","West Coast Housing Partners/BHT II Parkebridge 531 (Delaware LLC)","2nd Quarter 2014","07/15/14"
"Law Offices of Richard H. Hyde","Contract","13th & I Associates","2nd Quarter 2014","07/15/14"
"Law Offices of Richard H. Hyde","Contract","California Fairs Financing Authority dba California Construction Authority","2nd Quarter 2014","07/15/14"
"Law Offices of Richard H. Hyde","Contract","GMA Investors","2nd Quarter 2014","07/15/14"
"Law Offices of Richard H. Hyde","Contract","Lucas Enterprises","2nd Quarter 2014","07/15/14"
"Law Offices of Richard H. Hyde","Contract","Sotiris K. Kolokotronis dba SKK Development Company","2nd Quarter 2014","07/15/14"
"Law Offices of Richard H. Hyde","Contract","Township 9","2nd Quarter 2014","07/15/14"
"Law Offices of Richard H. Hyde","Contract","Z Gallerie","2nd Quarter 2014","07/15/14"
"Rasmusson Public Affairs Inc.","Contract","CBS Outdoor","2nd Quarter 2014","07/15/14"
"Rasmusson Public Affairs Inc.","Contract","LPS Management","2nd Quarter 2014","07/15/14"
"Rasmusson Public Affairs Inc.","Contract","Saca Development","2nd Quarter 2014","07/15/14"
"Rasmusson Public Affairs Inc.","Contract","Sacramento Association of Realtors","2nd Quarter 2014","07/15/14"
"Rasmusson Public Affairs Inc.","Contract","Tooley Oil Company","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","AKT Development","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","California Railroad Museum Foundation","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","Elixir Industeis","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","Gurjeet Handal","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","John Manikas","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","Johnny Javanifard","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","Kevin Terry/500 Richards","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","Meer Capital Partners","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","Opus West Corporation","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","Rock-Tenn Company","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","St. Anton","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","Stonebridge/Teichert","2nd Quarter 2014","07/15/14"
"Taylor & Wiley","Contract","Venatus","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","455 Capitol Mall","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Alleghany Properties, LLC","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Capitol Station 65","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Clear Channel","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Fountain Residential Partners","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Integral Communities","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Jackson Properties John Jackson","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Jason Kletter, BAART Programs","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Kennedy Wilson","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","NBA","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Nestle Waters of North America","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Petco","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Priority Parking","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Ranch Capital","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Riverview Investments","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Sacramento Basketball Holdings, LLC","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Steven Trolio, Trolio Homes","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","The Evergreen Company","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","Zaremba Group, LLC on behalf of Progressive Insurance","2nd Quarter 2014","07/15/14"
"California Capitol Solutions/Max Del Real","Contract","Alpine Alternative","2nd Quarter 2014","07/18/14"
"California Capitol Solutions/Max Del Real","Contract","Hugs Alternative Care","2nd Quarter 2014","07/18/14"
"California Capitol Solutions/Max Del Real","Contract","River City Cooperative Corporation","2nd Quarter 2014","07/18/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","Republic Services","2nd Quarter 2014","07/15/14"
"Thomas Law Group","Contract","455 Capitol Mall","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Alleghaney Properties, LLC","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Capitol Station 65","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Clear Channel","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Fountain Residential Partners","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Integral Communities","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Jackson Properties John Jackson","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Jason Kletter, BAART Programs","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Kennedy Wilson","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","NBA","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Nestle Waters of North America","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Petco","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Priority Parking","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Ranch Capital","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Riverview Investments","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Sacramento Basketball Holdings, LLC","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Steven Trolio, Trolio Homes","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","The Evergreen Company","2nd Quarter 2014 Amendment","07/31/14"
"Thomas Law Group","Contract","Zaremba Group, LLC on behalf of Progressive Insurance","2nd Quarter 2014 Amendment","07/31/14"
"Best, Best & Krieger LLP","Contract","N/A","3rd Quarter 2014 Termination","10/20/14"
"California Strategies & Advocacy","Contract","Haz Development, LLC","3rd Quarter 2014","10/15/14"
"California Strategies & Advocacy","Contract","Haz Development, LLC","3rd Quarter 2014 Termination","10/15/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","7 Up Bottling Company","3rd Quarter 2014","10/06/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","Campus Crest","3rd Quarter 2014","10/06/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","JL Construction","3rd Quarter 2014","10/06/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","New American Communities","3rd Quarter 2014","10/06/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","Republic Services","3rd Quarter 2014","10/06/14"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","West Coast Housing Partners/BHT II Parkebridge 531 (Delaware LLC)","3rd Quarter 2014","10/06/14"
"Hefner, Stark & Marois, LLP","Contract","Downtown Railyard Venture, LLC","3rd Quarter 2014","10/08/14"
"Hefner, Stark & Marois, LLP","Contract","The Evergreen Company","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","7-Eleven, Inc.","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","ABC Consulting","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Compass Commercial","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Cross Comercial","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Cross Development","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","DT Real Estate","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Evergreen Development/Dollar General Store","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Foothill Partners","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Jensen Precast","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","North Star Holistic Collective","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Saca Commercial","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Sacramento Sports Center","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Sisler & Sisler","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Taylor & Wiley","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Universal Service Recycling, Inc.","3rd Quarter 2014","10/08/14"
"Holloway Land Company","Contract","Warwick Properties","3rd Quarter 2014","10/08/14"
"King Street Capital Management, L.P.","Business/ Organization","NA","3rd Quarter 2014","10/07/14"
"Law Offices of Alberto Torrico","Contract","East Sacramento Partnerships for a Livable Community","3rd Quarter 2014 Termination","10/15/14"
"Law Offices of Gregory D. Thatch","Contract","Alleghany Properties, Inc.","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Armstrong Development Properties, Inc.","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Brookfield Natomas, LLC","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Downtown Ford","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Fritz Brown","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Granite Bay Development","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Howe & University, LLC","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","K. Hovnanian Forecast Homes Northern, Inc.","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Kern Schumacher (Natomas Creek,LLC; Natomas Meadows LLC; Commerce Station, LLC; East Commerce Parkway, LLC; Natomas Towne Center, LLC","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Lennar Winncrest, LLC","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Lewis Operating Corporation","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Linda Taylor","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","M&H Realty Partners, VI LP","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Panattoni Development Company","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Paratransit, Inc.","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Park El Camino Natomas, LLC","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Regent Development Inc.","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Signature Healthcare Services, LLC","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","Steve Gidaro 5G Consulting, LLC/John Valensin","3rd Quarter 2014","10/10/14"
"Law Offices of Gregory D. Thatch","Contract","TIAA-CREF","3rd Quarter 2014","10/10/14"
"Legacy Foundation Action Fund","Expenditure","NA","3rd Quarter 2014","10/13/14"
"Legacy Foundation Action Fund","Expenditure","NA","3rd Quarter 2014 Termination","10/16/14"
"Pacific Advocacy Group","Contract","Air Conditioning Trade Association(ACTS)","3rd Quarter 2014","10/09/14"
"Pacific Advocacy Group","Contract","Plumbing-Heating-Cooling Contractors Association of California (CAPHCC)","3rd Quarter 2014","10/09/14"
"Pacific Advocacy Group","Contract","Western Electrican Contractors Association (WECA)","3rd Quarter 2014","10/09/14"
"Pacific Investment Management Company LLC","Business/ Organization","NA","3rd Quarter 2014","10/15/14"
"Rasmusson Public Affairs Inc.","Contract","CBS Outdoor","3rd Quarter 2014","10/22/14"
"Rasmusson Public Affairs Inc.","Contract","LPS Asset Management","3rd Quarter 2014","10/22/14"
"Rasmusson Public Affairs Inc.","Contract","Saca Development","3rd Quarter 2014","10/22/14"
"Rasmusson Public Affairs Inc.","Contract","Sacramento Association of Realtors","3rd Quarter 2014","10/22/14"
"Rasmusson Public Affairs Inc.","Contract","Tooley Oil Company","3rd Quarter 2014","10/22/14"
"Rental Housing Association of Sacramento Valley","Business/ Organization","NA","3rd Quarter 2014","10/03/14"
"Revell Communications","Contract","American Promotional Events, Inc. dba TNT Fireworks","3rd Quarter 2014","10/09/14"
"Law Offices of Richard H. Hyde","Contract","13th & I Associates","3rd Quarter 2014","10/07/14"
"Law Offices of Richard H. Hyde","Contract","Township 9","3rd Quarter 2014","10/07/14"
"Taylor & Wiley","Contract","AKT Development","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","California Railroad Museum Foundation","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Gurjeet Handal","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Elixir Industries","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","John Manikas","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Johnny Javanifard","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Kevin Terry/500 Richards","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Meer Capital Partners","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Opus West Corporation","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Pappas Investments","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Rock-Tenn Company","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","St. Anton","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Stonebridge/Teichert","3rd Quarter 2014","10/15/14"
"Taylor & Wiley","Contract","Venatus","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","455 Capitol Mall","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Alleghaney Properties, LLC","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Capitol Station 65","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Zaremba Group, LLC on behalf of Progressive Insurance","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Petco","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Priority Parking","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","The Evergreen Company","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Integral Communities","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Riverview Investments","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","NBA","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Ranch Capital","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Nestle Waters of North America","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Clear Channel","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Fountain Residential Partners","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Sacramento Basketball Holdings, LLC","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Kennedy Wilson","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Steven Trolio, Trolio Homes","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Jason Kletter, BAART Programs","3rd Quarter 2014","10/15/14"
"Thomas Law Group","Contract","Jackson Properties John Jackson","3rd Quarter 2014","10/15/14"
"California Capitol Solutions/Max Del Real","Contract","Hugs Alternative Care","4th Quarter 2014","03/25/15"
"California Capitol Solutions/Max Del Real","Contract","Greenstone","4th Quarter 2014","03/25/15"
"California Capitol Solutions/Max Del Real","Contract","Alpine Alternative","4th Quarter 2014","03/25/15"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","Campus Crest","4th Quarter 2014","01/20/15"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","Republic Services","4th Quarter 2014","01/20/15"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","New American Communities/Del Paso Homes, Inc.","4th Quarter 2014","01/20/15"
"Harrison, Temblador, Hungerford & Johnson, LLP","Contract","West Coast Housing Partners/BHT II Parkebridge 531 (Delaware LLC)","4th Quarter 2014","01/20/15"
"Hefner, Stark & Marois, LLP","Contract","The Evergreen Company","4th Quarter 2014","01/09/15"
"Hefner, Stark & Marois, LLP","Contract","Downtown Railyard Venture, LLC","4th Quarter 2014","01/09/15"
"Holloway Land Company","Contract","7-Eleven, Inc.","4th Quarter 2014","01/09/15"
"Holloway Land Company","Contract","ABC Consulting","4th Quarter 2014","01/09/15"
"Holloway Land Company","Contract","Brothers Development","4th Quarter 2014","01/09/15"
"Holloway Land Company","Contract","Compass Commercial","4th Quarter 2014","01/09/15"
"Holloway Land Company","Contract","Cross Development","4th Quarter 2014","01/09/15"
